@RELATION comment
@ATTRIBUTE comm string
@attribute classe {-1,1}
@data
"Long shake Christian make MARK Christian evangelistic gave most incredible detail sitting living Instead taking dramatic living n't afford show grounded Pre-Millenial believing once taking true then again used terrify junior now laugh intriguing remarkable ultimately admit still thoroughly enjoy watching even SAME only make ",1
"just finished watching honestly say very surprised see overall Not only bring together make such glorious given fantastically diverse much left Far too many wanting understood handed poor far too predictable special Get now ",1
"Not sure right wrong other watching short say disagree most negative first see aspire not necessarily just getting wet indeed also Marvelous then thought quite nice Some droned found created necessarily conscious pulled started crunching knew just now moving there there shi Did else dirty white Look much Give very well done Only mentioned hardly worth n't shiny just displayed beginning still shot n't necessarily know so far taught not hard make just learn do then actually do then better take more still think need shot post-production did indeed first give ",1
"out short found only Egyptian disappointing Mexican chose portray Afghan deaf ensuing state-persecuted old living alone Asian say sad feel only own effectively same short Surprising found very best also half-crazy old vegetating flat experiencing happiest collapsed also most offending general American see ",1
"precisely stated really small middle European not retail about reflected most main sparring anonymous other full bring together beautifully only secret centred even quiet staying effortlessly quiet looking again again simple yet profound not common magnificent Even minor perfect play other perfectly really getting then sweet sharp terrific under appreciated other worth catching amazing very moving well worn n't make used vague dire true not thankfully delivered classic warm ",1
"watched few beginning back most good particular not only best best few some not agree content male-to-male romantic watch deeply moved essentially reopened based dying central named cold last single deeply troubled however married no less not only secret romantic hide deeply obviously homophobic prevalent mostly black white now then sprinkled red yellow gently blowing watched then kiss other alcohol-induced found interesting only selected colored else black white still not figured clearly homophobic fellow central only key emotional confronted respected fellow surrounding feel sorry heaped not going disgrace not either clearly indicative hostile Additional also seen go labeled obvious wanted more Once see choose yet undying away realizing same Sadly killed perhaps also killed reached higher up most moving whole sat dying quietly spoke last lucky n't forget outstanding enjoyed final playing still grieving only much older now clearly still missing former highly consider best most well-written well-acted well done ever seen ",1
"done more old somewhat slow bizarre alive watchable basic young stalked old good watching notable emotional certainly not explicit special rated out ",1
"perfect swimming normal gain Unfortunately trapped neither small able help rising short powerful unanswered help pay There double far go help other observing really good short only answer ",1
"great original deeply atmospheric horrifying perfectly compare maybe mixed little Also Add wrong mention form together least dark out avantegardistic surrealistic gonna expecting else full average try else Final very very strange unusual probably most n't appreciate ",1
"used single first saw sister 2nd fell new best read about left learn act married let go back look second now not worst riding huge make jealous asking dance then make all acting going take ever ready then downtown bought waiting home next Then up prove real win back sure believe not got REAL too ",1
"Caught n't expecting told best submitted Five sold hilarious solid solid solid probably biggest most shot low amateur stagey acting Not most convincing endearing funny ever seen convoluted confusing raunchy gratuitous see got right strut wider ",1
"using fantastically put awesome die certain laying forgotten unable rent hire recent lost forever worrying best such no worrying gaining rather critised biased faithful faithful intended express ",1
"Never viewed enjoyed other namely great eventually producing shown shown trying steal very entertaining gave great supporting also very young pretty great just starting long successful ",1
"seen criticized get moralizing decent standard distinct wondering done believe exactly intended entertaining also never just just happened just not served then rubbed contemporary gore dressing not moral cleverly disturbingly resolved ",1
"lately got purchasing interesting even usually enough extra compensate actual most interesting latest say not disappointed cheery funny romantic quite excellent wonderful understood French probably hum sing long very good American classic relied more actual rather well developed not anything extremely impressive not lacking loved especially once best romantic also very well developed nearly perfect several very memorable Probably single most perfect right lead own definitely high managed make laugh win very sweet make smirk just clever same planning buy now fewest photo not all useful flip once rare many started silent first appearing said represented most meant said interesting hear explain Also read please wrong important not sung more regular actually more not important smack making probably spent fixing only now voted only ever see nowhere found not really proud surprisingly horrible did fine stand give ",1
"better ever hilarious as most following only unfortunate final only good final favorite often depicting famous rare liked final too late try develop new n't nearly funny never got old did fox keeping good so long too long even ",1
"really incredible Not only document eternal indigenous disenfranchised gain rightful also up blatant human shown very brave charismatic struggling only characterized despicable devoid recorded witnessed once again pulling blurring heart-breaking watch initial knowing full well witnessing long used successive American seemingly blinkered clear not generic active fighting future moving Irish Long live enshrine allowed choose develop fit First know great doing just that ",1
"Hello recently watched first ever also first admit very impressed black white generally lavender apparently distant appealed provided good old fashioned British here criticised however fine comic creating more mere so dominate now get hold recommend get hold generally n't shown anymore also glad watch ",1
"first came brought home- amazed so different seen looking specific last found again falling apart surprised still not Finding still very good sell recommended spectacular breathtaking most talented powerful original unique incredible ",1
"not stimulate superficially take ambitious mass-market really n't described ambiguous indecipherable watching again again challenging provocative not wrap up neatly inpenetrable winding just second tacked technically dazzling exactly too long long-delayed about late often decent here innovative visual provocative engaging rear-projected own n't depicted deliberate treacherous absurd Keep peeled memorable technically astonishing make drop stunning chose release never seen unfathomable give much bad see least once more chew richer familiar devious also American several delirious as much unforgiving moved away audacious technical dreary over-rated un-nuanced Breaking ",1
"not known ever met spoke mysterious equally mysterious never know there Scripted own only lousy mere deliberately unnamed once greater lesser apposite deeply ironic here net reduced little more too reduced constituent uncovering reversing sharp received exploding Furthering burned literal upside down mused watching first mythic not invented single not probably not even As played real childlike played using getting show conscious own Seven-Year seen working played tenderly psychotic unhappy iconic precipitating Right jealous bemoaning see just other shared all disenfranchised own longer Meanwhile investigating delivering wracked white Yet seemingly godless such rendered insignificant higher atomic really perfect bring tortured pessimistic unexpected repeated visual employed mark passing perhaps also suggest evinced back enchanted see n't Look Now particular Here taken greatest rather heavy going surely involved owing witty zippy playful opening essentially stagey stellar especially paranoid impotent seen attempting real as opposed let dwindling once co-starred real Hot memorably described as kissing commented suddenly seemed connected began take shape even seemed endless linking all boiled served new fascinating ",1
"usually based horrible looking covered clothed played also issued never theatrical picked involved shot fully uncut English dubbed titled released only back found highly recommended cut down rated never happened released titled clothed used Cut later going release back 73 uncovered never pass several clothed fully uncut cut next chained incomplete whipping remove making positively sexual too certainly most unusual delirious not graphic implied too much more likely desperately not possess hence whole mind control involve wanted wreck Unfortunately not slow n't physically enough also explain later getting naked peeping presented covered really uncut seem made horny first escaping other complete seen naked very similar cut well certain drunk bad atrocious English first grotesque seen original uncut wildest most outrageous unmatched clothed pan scan full no unfortunately almost commenting seen bet incorrect certainly released directly offering concrete Sadly complete never get decent perfect uncut English English severely Spanish reflect covered shown verboten ",1
"most timely engrossing ever watch Venezuelan intimate political western essentially backed Latin American real-time happen poorest armed political political offered invaluable clear private formidable mass poor grappling brutal American clear impending address blatant abruptly illegally thrust also backed private conspired bring back ably led forced act forcibly kidnapped excellent revolutionary all about ",1
"really enjoyed Seeing even did made see most trying bring waiting making live definitely make shove usually just watch got watching made little longer special felt n't enough Now bore already rambling just say cool again sort lost started focusing sure just fall back So enjoy good going come again missed first ",1
"Dating auspicious supremely-talented involved meant nothing less spectacular exactly happened freshest funniest wittiest made very long facial casting all wreaked not thought n't as good Again come expect n't know first first here not magic felt nice slightly unfortunately passed away leaving fond did n't fall played gave love never nonchalant parasitic lazy probably just instead actually caused back then still now instead just as buxom ever conservative loving boring comedically perfectly played almost never played so well Aside well given self-centered not very bright tad slutty dumb blonde better absolutely overlooked neglected most younger older extremely opposite endless much second funniest then new not wise-cracking used went mostly main Unfortunately enough insanely hilarious did not get played aortic cost 11th thought come back did later new began second new strict confident saw here there first saw very impressive n't brought earlier also potential gradual sounded crazy done slowly carefully excellently constant paid surprisingly welcome endless old mainly 35-year-old unemployed wise-cracking played insanely funny knew funny just did n't know funny very familiar sensed as opposed separable understandable comic eerie kinda seeing borrow delivering superb not trying play else whole new goofy funny come know pleasantly humorous absolute top uttered begot literally so SO funny upped back thought passed n't gonna same anymore understandable considering talking American gave free caused cancelled increased declined Soon no more sadly saved best last still just remembering so good crazy spoil even legitimately Suffice say n't ",1
"first saw loved more interested dancing grown older become more interested acting as well first just up still entertaining watch left pretty good Leave funny especially right here stopping dancing did excellent wild perfect so special only done see n't already ",1
"not usual eerie Rather either good grown tired run-of-the-mill overt wonderful see right once flawlessly taken most come recognize compassionate approaching inevitable likewise occasionally quite brilliant just enough grasp warm Not excessively sentimental ",1
"live older avoid moving n't know wacky happen now on not only first then then annoying second n't funny please skip only veeeery sophisticated n't funny sometimes touching hot act other fabulous main then waiting welcome ",1
"shot kill see big Great overall great good more real n't pick editing sit back good n't really making about enjoying pretty good first still best overall great playing showing hidden dealing see ",1
"knew absolutely did n't know knew highly-acclaimed French known more probably n't viewed open n't sound interesting known about ahead watching limited However not knowing helped go do else not predictable Indeed told Telling often risky lead seen present remain alive using able ensure young serious physical giving more lesser give confused unusual Instead beautiful argued more given far more ultimately really about about not ruined clearly made not affected irrelevant present very well paced excess fat felt gratuitous out nice editing leaving only necessary tell well told solid editing organized better French seen responsible launching good incredible directorial ",1
"Now single great stalwart worth especially provided stranded lonely more bargained ghostly spectral hairy trying entertain side-splitting ghastly dull very good sometimes very contrived forced making more dated damn treacherous fifth thank n't got nowadays Ultimately nice harmless welcome back old expecting shivered probably very disappointed ",1
"Very good there only few upper able communicate exclusively English speaking such Some think not really put probably right Even most not afford even rent comment upper rich capitalist liberal intellectual Probably first using ",1
"just great entertaining beginning always gonna entire highly underrated perfectly well trained Together great then best seen whole bad ",1
"best seen ever know remain forever Only saying so stupid still Sorry little there anyway Animal saying made so hard absolute surprised popped just glad very entertaining borrowed now bought n't keep forever best ever seen even better favorite ",1
"brave self-assured French colonialist black white black primary taboo informed fixed captured perfectly lighting great ",1
"purely majestic pure imagine just made made only definately interesting look especially only main based other Some said less pure Perhaps originally intended done better however quite believable short gave just needed n't look n't easy did much other Even overlong better Seeing really n't much make loving believable used make seem as spent Ingenious rate up very similar barely get uplifting Full ",1
"see independent sat down watch came low left poetic substantive creative further further allowing relate realistic identify allowed reflect love displayed really not also impressed entire surpassed big up recommend ",1
"went see say loved n't typical romantic pining other blah blah n't waiting climatic first finally get together more real saw rather whole getting together actually relate did n't seem extraordinary impossible really funny best definitely recommend ",1
"bought invited watch only heard so much wanted know cold hard wanted tell more felt awful watching reliving still extremely grateful watched 11th sure all doing heard all only think certain going all grateful brave risked save n't think thought about really going n't actually supposed just filming typical just happened away got Sep 11th thought OK get survived honest thought junior high getting changed getting ready go came shouting just got bombed all got dressed quickly ran watched first Not only later live second other knew few later heard headed shot many ran kept thinking going do thought know do first collapsed knew many now gone second crashed never same showed real raw human did n't know do just as scarred other heard collapsing jumping here just crying seeing going amazed just wanted go tell grateful just doing did more Every Sep 11th kept knowing kept hoping praying bless brave crying admitted first crying got see happened tragic asked did n't know say normal said documentary expected happen Not hijacked just doing happen there even just there second not just murdered slaughtered did Then seeing middle celebrating celebrated So making truly good Thank ",1
"elementary suddenly threatened attacked sending bizarre often change subsequent slightly up sometimes slightly down However n't remember changed as drastically first watched theatrical thought pretty gave out Watching second last n't remember did n't like only assume maybe really wrong watch maybe just did n't get loved giving out sound ridiculous saying did n't get get almost also responsible stereotypical teen became so popular late most making intentionally cheesy almost positive stylistic imbued humorous romantic unusual same exaggeratedly teen Most humorous not tied Many likely subtract various clich-rooted implausible However intentionally clichd implausible ludicrous as attempting mostly succeeding transcend typical teen mocking spoofing also satirizing basing cleverly woven making prime extravagant lampooning similar there self-aware intentionally not self-aware rely contextual some reading too much worthwhile note said did n't want just do said wanted do more adult Other dislike so much putative same very different said fine did n't think right So instead much dryer more serious used launching create centered n't help familiar helpful understand divergent probably better look independent similar impeccable visually lush complex deep interesting good admirable keeping not too dark clearly conveyed also catalyzing often slyly humorous involved many funniest very good strongly prone expecting more tongue-in-cheek find appreciating more ",1
"other commented transcend contrarily powerful complex deep institutional thereof careful critical relinquishing cinematic perpetuating unthoughtful satisfying white too happy however deeply entrenched Afro-American white get looking not many black similar go expecting single so forth constitute recognized other human displaced name few have--historically presently--only given other white high given same white say though racist probably wait wait direct usual sexist get say deserved not negate push other great denied due ingenious rather send acceptable perpetuating even rewarding countless such even Gone helluva other gave superb down take yet straight-haired light-skinned said watch not Much ",1
"Typical situational similar modern most political possibly shared most typical cutting moody older teenage only interested more working as much keep afloat struggling economical early Granted first not as successful however onwards all more care count overall did n't get best held longer clearly n't carried died get rid little bring back ",1
"classy pulled directed so much more larger trying persuade latest analyse unexpectedly useful new seeing pay unexpected few later wrote became subject followed called used immediately withdrawn Probably due personal So seeing get unknown make interesting ",1
"seen whole awesome only too much going interesting do official said not making so many gotten saved viewing even happened now pretty good done several other 80s n't heard sure overall say Left gone old ",1
"Last See Other Just Loved pretty funny Just Basically Eventually Private more really Framed Really Need Help Give ",1
"great great created light groundbreaking technically brilliant clearly influenced subsequent such witty poor huge search frantically all missing basically just support wonderfully witty comic enacted most impressive set actually impossible sustained involving fairy-tale quite natural as much stolen take memorable funniest ever put blonde-braided Also assembled amazing sharply different illustrating deadly satiric bourgeois French so come little get rolling found not emotionally engaging even light many refrained giving highest minor n't distract enthusiastic recommended classic influential just ",1
"Perfect rare Even favorite little stagey n't work Our too cheesy little too slow perfectly executed finish brilliant superb all around amazing whole inspired touching intrusive too manipulative sad truly moving light truly best ever seen more glad gone sorry see recent so much more silly serious about real real real ",1
"small funny totally incredible unbelievable impossible funny introverted become totally dependent mesmerized even hypnotized hardly able get foolish get not believe told there never ever ever accept tie not know personally Most going fool raid here such not only naive absurdly silly then funny crooked upper ending playing same winning sure too English not exactly not better anywhere else even now tightened just go foil systematically Then losing real modern n't expect get fair even confiscating dangerous see cutting n't ",1
"often remembered did wrong rather did right last chronological shining wrap previous grand so very convincingly cute cuddly arguably served broaden Star demographic slow final arguably best entire finally face most recognizable did so many right overlook presented incredible went slightly implausible Empire Back very convincing here exciting masterful finally coming own extremely powerful final slight nitpick single still magical moving also great final not fantastic ",1
"following seen nearly past Recently honored receiving see local national really no different only write forced see not Therefore good enough only same Well enough about very good not just good very good Just hated worth ask not right gorgeous great ",1
"Invisible gotta old special small very effective most important shooting really entire perfect there do especially really unbelievable so much acting n't get big directed instead major boring grave s well worth ",1
"big made even greater about just moved new happy pet new played pet pure human ground come back only back NOT same evil Soon go explain anymore n't want give main pretty good needed little main mainly so original gripping more eerie frightening most basic sent truly freaky particular precise passed still haunted first n't generally scary n't talking second worst honest second living absolutely wrong almost perfect great pretty good acting first mesmerizing truly most favorite ",1
"watched not Well actually n't n't original creative quirky humorous really see simplest n't conform generic most young n't written felt inclined give special even Essentially about main plunged own here run only only vast white empty due large stellar great same able add significant emotional love write more am give very unique brought coherent well-executed good strong nice fairly impressive creating very entertaining just few ",1
"wrote enough sweating spitting already cultural literary n't seem originally intended So not important critical known avoided analyzed many well as completely ignore most fundamental wrote wasted insulting immediately discredit too as completely off point said interested Freudian Laconian popular making much more palpable enjoyable simply reading thinking ",1
"Just easy assume costume n't go anywhere given treat moving intelligent anchored strong charismatic leading immediate shape most powerful tumultuous young good raw enough move forward able portray astute young key able stand now best fend even new depend making very important right Luckily like mate amazing little doubt wise also fond Strong supporting questionable exert considerable young supporting use more see enough keep focused central superb shown enough previous here given real historical broke managed rule very long needed later also became charitable future social not royal intimate human special lovely shown much here good good take very far good old fashioned ",1
"subtle then enjoy n't understand n't enjoy mess make laugh n't well done absolutely beautiful own subtle Too bad n't many expand real perfectly solid got kept kept laughing bought as soon available ",1
"Since only originally aired just recently picked DVD wishing more filmed 70s poplular more comedic hearted n't get wrong full many pretty greuesome left early 70s silly as well acting brought all together clocked around so quick always leaving wanting more great classic underrated ",1
"wonderfully thought rather well thought watched late excited come n't disappointed awstruck n't get whole just blew more ever do also kept interesting cast superb all around wonderful watch again again always find something new seen always finding something new keep interested forever ",1
"wonderful tried save thought great think very long see so think liked told showed strong so strong really liked told see compare put together great happened remember forever ",1
"not quite sure serious not even sure applied last few become filled way too stupid even make Therefore considered not fill serious finally up very funny laugh social really great pretty more old there even not exactly fit feel identified especially shy silent octogenarian favorite revealed clearly sexual yet get opposite passionate still ran away affected continuous getting caught pretty sure most already watched really not able enjoy So n't seen enjoy little social video deep depressing independent also DVD really see ",1
"slowly gaining best certainly give nice slowly demonstrated Here only Even properly hired helping never clear wanted leave tried steal get take so-called named real gotten quite as sleazy turning make interrupted public so confiscated sold later oddly enough won last playing also joined also meet sophisticated friendly helpful closely helped earlier fleeing similar only offer get asleep back steal back following long enough brought Canadian return wait hang reunited take opting longer safer proved right reach only find lawless threatening due sold prospecting soon led build decent n't setting other run vast jumping using really scary steer clear new get there remain neutral dandy here including willing face otherwise peaceful enough playing patented old good unexpectedly bad first better verbally stab using own achieve replacing such as said elsewhere really sleazy interesting human determined better aware more young budding Canadian as wonderful certainly did first directing appreciate ",1
"First ever as good especially dealing wonderfully liberal sometimes little rough technical beautiful less very evocative giving unique absolute absolutely outstanding acting acting superior new live not most technically proficient superbly expressive bodily facial acting once not forgetting subtle nuanced traditional outright abstracted always motivated greatly extensive visualized then see not like superior acting transcendental then see ",1
"first big memorable fresh scrubbed slight stringy undeniably always liked started young go figure actually gained know so early watched perform thus far also seemed own lived quite nicely first did somehow assumed first up Not so well done ",1
"Recently discussing educational ethical growing mentioned wrote required recite high said even called metaphysical tried reciting only remembered remembering said get read easy enough extremely surprised find made looked forward watching see interpreted n't exactly light read watched together considered remarkable especially considering made so-called special too often began compensating Particularly noteworthy 19th 20th culled lesser known such early narrated taught adding remaining true subtle conveyed instructing becoming oppressive obvious found refreshing clobber Most two-dimensional extreme bad bad really really bad good super as human lacked celebrating offer larger give found unknown then learned won top international learning recognized early authored winning just relevant not more so penned original translated still teaching high did grab show here naturally big important all as long spiritual recommended ",1
"French forgot sorry wonderful cheerful Georgian make burst fill warm display overwhelming human ",1
"greatest not however afford upset say least Then found almost as good there still enjoy come hear Also not dead single greatest ever out ",1
"indeed l'enfant terrible French always shock public usual typical least little know later best French ever first also first just taken little only satisfied simply know more more just just usual working bounded living Great just died just too young better stuck French here beat Timeless later still shock ",1
"young falling n't want tell not most important sure interesting original best visual so amazing highest charmed shown uneven rather complicated simple even more interesting artistic very important not disappointed ",1
"first staring already summarized again Just know born not seen only modern missing Real n't matter far come making ever play as well did ",1
"amazing only seen twice hunting everywhere beautiful older still carry whole amazing subtle stolen great ",1
"very funny great great Especially well written n't like even never love so crazy off stupid daytime best ",1
"First let comment LOVED first Perhaps current led take came going enjoy seemed really last few tried do straight felt felt strained antiquated thinking funny early So going afraid becoming however comic perfect Admittedly fellow carrying also plenty well all seemed get give occasional numerous many laughing so loud missed next traipsing familiar suspected then again more even little very beginning Even far gave attempted Instead archetypal directly early numerous only perceive strange all n't help laugh n't come recognizing truly great even not required use evoke Thus n't find ripped suddenly else commented played supporting more hoping going However written truly current blind comfortable Perhaps more importantly elevated even more used great comedic declining itinerant playing small placed liked used particularly liked short effective charming so often portrayed ago did think answer maybe best straight stylized forced finally found comic 21st ",1
"true Russian intellectual brilliant especially acting full favorite brightest colloquial Russian often wide-opened dirty bricky squeaking snowy pitch-black Now released fully restored sound well-translated English too obscene replaced more mild n't know available abroad find grab immediately really worthy watching mostly identified considerable Soviet appeared wholly unprepared informational Western made mass amazingly aggressive soulless thoughtless so abetted darkest Russian Even third obscene amazingly common colloquial ",1
"very exciting romantic seen several never get bored realistic good excellent actually so many historical many exciting watch last really good surprising lovely really amazing ",1
"coldly amusing rather dated now well worth not as much average startling see young basically sound meaningful interesting well cast club-footed medical strong love However did n't seem strong mentally emotionally felt slightly indifferent detached viewing going ",1
"n't catch kicked disguise other whack kicked ",1
"hi watching fine real teenage too so helped n't ask love very carfully sure else give very well planned all backfired got caught old along hidden out put top last not least tell seen did n't record ",1
"very few so funny lucky enough watch reserved not so embarrassing sitting there laughing completely sore all wet drying slow perhaps best nearly fell most welcome ",1
"essentially cultural beautiful emerged inspiring such famed Departed most recently multi-faceted described 4-dimensional grabbed just not let go covered anticipated even occasionally caused major global most famously prescient aired second misguided ultimately ending flat early widely viewed predictive find mass following several later However did try highlight lesser-known experienced won most sympathetic covering such sensitive under-uniform lost casual drunken regretted chaffing caused chasing wearing overly starched many more still disturb haunt excite last go most famous say not made dark summed last n't heart-warming casual ",1
"Let went expecting make lead left half-convinced cast even knew not generally excellent special young talented arrogant vulgar petulant-in other human documentary excellent complete disabled human Most highly recommended ",1
"lived late falling apart other squalid older younger first originally going evicted due decrepit sent keep living there seem exploitative best mental other hard look away current back never going thought often trapped focused made ago showing clearly beautiful more resigned live terrible definite glamorous once happy grand older next most empty cracking falling apart feast numerous running incredibly sad particularly depressed utterly awful not particularly clear even running essentially abandoned However behold highly recommended ",1
"top-notch top-notch especially well-cast charming real-life helping never happen loved hilarious about turning helped angry hardened embittered best well made also seeing best reaching funny charming sad all very nicely done like love ",1
"classic infused hyper-stylized black white Then dystopian such above suitable describing visionary bleak atmospheric unquestionably take aforementioned similar simplistic not do far more complex usually miss especially contemporary appearing increasingly exhausted such laudable cinematic very least unique interspersing gritty fantastic allegorical dystopian compliment other strangely fitting clever intriguing many much more effective original English also far more poignant stay ahead all many seem quite familiar such unexpected exactly right keep making truly compelling truly visual stunning black white easily superbly moody stylish show tremendous aesthetic simple tremendous paid look superb very intriguing accentuate emotional straight out comic consistently visually sumptuous English also given added very fitting casting gruff absolutely perfect casting grim stoic strong mysterious investigating wavering English great frantic suitably menacing shady ominous reedy also strong mysterious powerful brief together visually stunning unique compelling futuristic just as intelligent entertaining seem familiar such occasional weak inhibit moody set superb easily occasional intertwined gritty graphic willing appreciate capably crafted slightly less conventional take futuristic ",1
"cute wider especially considering mainstream supposed entertain As already pointed hardly real rather sweet point necessarily bloody almost presented feel-good 50s n't imagine actually scared turned fellow generally good felt stood not in-your-face rather subdued caught smiling benignly several certainly n't strive instead delivering heart-warming black ",1
"still judge taking limited dubious ethical well similar Fast furious thankfully taking splendid violent never understood trail everywhere always thought deskbound especially delightfully eccentric un-PC glancing second too many anyway did ever make did n't really do very good finding second dead unconscious did best surrounding dodgy fantastic roving produce very modern startling gone only as usual n't match overall deductive displayed somewhat contrived invoked many only concluded too so fast slightly dubious morally n't lessen classic ever seen worst looking so interested seeing sucked ",1
"started great first started playing short change short Some became unavailable played became unavailable first first played unavailable ordered make more high make more Still good ",1
"High classic bitter dandy adopted good looking big not clear exactly all about daily soften Apart sheer various sexy drinking perfect not too refrained so-called then later come led all very vivid long gone n't like compare completely totally different see long lost absolutlely see ",1
"first immediately gave good expect waiting solved good gradually concerning just enough stay excited first there n't show third Many decent sent just n't there happened Maybe return later little inconsistent said thrilling especially first very hard do do third more not bad even getting boring considered wonderful grow love Good bad eventually want see solved get closure getting canceled due declining near devastating ",1
"made few later given lower However dandy little still pretty well Just n't try compare silent later silents--the changed so radically first 20th n't look like made 1910s long about average most back then many familiar n't elaborate further n't want ruin Just suffice say very creepy ",1
"came expect directed based proved pleasant predictable know perhaps first really not mythical away expected most endearing working past such reckoned distant clearly misunderstood not only whole away strong vital keep together Not knowing gone confused abandoned suddenly married faithful youngest look buy get own never knew about old always projected aloof younger much misunderstood old many known inseparable magnificent excellent suddenly about change worst older never false whole crumbling Not confess right discover much common sacrificed keep together only seen good fleeing great beautiful excellent musical Ultimately great wrote clearly targeted older please ",1
"started full perfect catch unsuspecting fallen good most best- not caught ",1
"crude n't so funny put early still almost pass truly good Going subject exagerated suspend political just all-out please watch please put so hard find anymore ",1
"watched whole least n't imagine better n't complete hold best personal still overall excellently written superbly given not allowed talk many very much owning complete do excellent providing almost extant almost submarine still very well done ",1
"good actually interesting clever based short set future huge TV-looking numerous other entertaining distributed only certain undergo government-required just celebrating own 12th smart so calm even eager take seen easily excel based other n't used getting good capable worry pretty obvious worried n't give away ending say come as far ass heavy prefer watch pleased say rather read not just worth watching ask encouraged discouraged reminded n't received great only provided closing make powerful found better short based n't read based like interesting 16-year-ld suffering unclean always common able see young suffering same also able experience recover especially common happen n't go away curious other especially promoted enough always felt isolated other even staying unexpected breach added spared not so common learn save sad interesting final touching cooked cheerful great Probably somehow all approved ",1
"agree posted watched ago tell certain reminded beautiful got watching make cry happy sad however find felt rushed did n't explain properly did n't ruin so much just do watch ending few more found whole more configured historical fit amazing just made research whole more always very interested certain historical associated think longer work then pulled off nicely recommend emotional excellent well built mysterious Also even based n't actually mature most ",1
"critically acclaimed not yet released great same support Australian little still available well complemented great as well memorable supporting especially late great maybe not went unacknowledged as did treat glad did ",1
"very well done heard mixed waiting supporting gave needed take else here latter riveting did amazing not done made quite ahead amazed completely enjoyed questioned better great Release so all enjoy ",1
"got see just last got most opened first did n't know expect very fast grabbing n't sure ready short immediately really enjoyed thought main really good so impressed checked surprised see gotten really good especially then given lousy pushed really hard short did okay hard first so young did well also really nice short short next also nice enjoyed this most most actually cared other very simple quite illustrative dark dealt real using more keep ADD interested n't even talk last left only only seen more little less getting started gave out also thought went little slowly Otherwise beautifully told directed edited very nice complete fast editing done nowadays more coming as well now think not ",1
"Well probobly funniest scary ever seen so bad just laugh well say so damn bad good know but see bloody funny same ",1
"commented checked listed top then went buy just so loan on top down sorry scared scared Great exciting temporary really constant sighting smiling shake created eerie n't spoil going too far outlandish needing top watching Nowhere perfectly chosen curved down snow-capped incredible framing never seen better Also totally ",1
"first n't look particular great only rather bad turned delightful original first normal typical formulaic surprisingly well constructed unusual original also make very pleasant watch carried main played helped mostly amusing mainly just involved most unusual clever written humorous well delightful little watch perfectly entertaining quite short just long n't waste needless also rather fast paced make perfectly watchable well perhaps simple never fun delightful pleasant simple seen more ",1
"pretty damn good Much better splendid final fantastic great guest helpless strong n't like many left unexplained change kind never shown again later giving high yet Still not gonna let ruin ",1
"lonely small not far Russian lonely shy certainly good n't met other not speak other basically limited again imagine terrible just kinky Russian Then happen liked first almost impossible labeled black correct gorgeous usual very curious speaking Russian correct indeed just faking found enjoyable ",1
"went see huge huge huge fan extremely cynical totally blown away especially thought very moving not expecting read decided not go see so pleased coerced seeing strange say all say found totally involving not stop thinking next felt all say about about small getting change wrote yes maybe stunning 2nd totally different narcissistic even consider writing trite glib describe just go see Yes n't balanced thoughtful not ",1
"farly typical designed appropriate natural various general best funniest strange most unwise allow help perform cleansing routine recommended ",1
"thought better most giving confusing n't greatly interfere said not open more liberal political then probably n't thought outstanding funny laughing whole thought particular intentionally done right set really see ",1
"not seen before not able stand reluctant go see asked see pleasantly surprised even enjoyable Fast crazy threw kept throughly entertained Nevertheless several really grated Firstly just got repetitive ultimately dull did keep entertained seemed always ahead getting annoyed constant crashed got as tapped Very unrealistic secondly inevitably so shaky completely noticeable made went see even seasick told ever used made automatically wrong told use enough wanted look there watching holding surely n't shaking violently all enjoyable worth did n't think best entertaining ",1
"Credited greatest ever come as well constant Canadian really best described big Called only American ever come opened prestigious premier More available www ",1
"last French drew drew own complicated many said observationally brilliant indulgently overlong occasionally hilarious emotionally leveled easily overshadowed numerous simply willing handle abrupt overstyling opera-like banal make see admired writing concise surprisingly funny acting quite simply perfect respective simple casual make unforgettable undoubtedly ",1
"hardly ever live original definitely true However big definitely give lacking annoying much more funnier first entertaining n't see expecting same first frankly different Rather sitting writing off trying direct much different still great see back giving out ",1
"Great associated great lied glorified more called great actually not more human always bringing human strived ready sacrifice not Let move now not telling greatest walk portraying telling termed rather say made do not just true Human ",1
"real trying get deter waiting happen ",1
"So beautiful delicate West German other Former living bombed beautiful first there nodding n't explain Just see ",1
"so great so awesome So great kept Japanese great great very cute powerful really great only did n't like just suddenly up made little bigger overall awesome n't wait own ",1
